age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
58,434.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us
30,493.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/60920818
25,104.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/us/ghost-guns-what-to-know/index.html
53,226.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
34,276.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60816960
48,153.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/virginia-parent-fighting-race-based-admissions-policy-wins-supreme-court
34,210.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
65,491.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60829623
30,36.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/ohio-man-who-pleaded-guilty-to-manslaughter-in-neighbors-gruesome-asphyxiation-death-gets-4-years-in-prison
32,444.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018821
30,125.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/4-people-shot-near-south-by-southwest-festival-in-texas
38,295.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
24,496.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
25,384.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-europe-60637841
32,8.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/entertainment/kanye-west-banned-grammys-trevor-noah/index.html
28,121.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/nyc-mayor-eric-adams-positive-covid
30,309.0,is-biased,India,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018819
25,204.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60804943
35,98.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
39,373.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
30,31.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
45,406.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018821
37,303.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war
25,115.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/project-cure-nonprofit-medical-supplies-ukraine-logistics-russia-war
70,149.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61027374
55,60.0,is-biased,India,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61016908
30,403.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031583
33,69.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/science-environment-61044759
45,215.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61027374
19,150.0,is-not-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-61005429
25,73.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60789022
48,240.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/california-fire-home-depot-san-jose-visible-space
64,272.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
61,45.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
52,115.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nyc-mayor-eric-adams-positive-covid
50,328.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999246
50,342.0,is-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/4-people-shot-near-south-by-southwest-festival-in-texas
70,488.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/plea-deal-philadelphia-woman-set-cop-cars-fire-george-floyd-protests
35,258.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
50,295.0,is-biased,China,Female,Chinese,CNN,Conservative,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
23,380.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dc-men-who-allegedly-posed-as-federal-agents-under-scrutiny-for-possible-foreign-ties
40,10.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
25,258.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
54,26.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60656553
34,50.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
28,16.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/pennsylvania-troopers-killed-crash-philadelphia-identified
22,386.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/capitol-fox-kits-euthanized-rabies-dc
31,302.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/technology-60787301
37,217.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-mayor-eric-adams-positive-covid
49,43.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/no-charges-in-shooting-of-man-saved-from-south-carolina-lake
52,298.0,is-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/severe-weather-coming-to-texas-southeast
39,403.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/europe/russia-invasion-ukraine-03-20-intl/index.html
43,222.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-51235105
39,481.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/ocean-drive-miami-shooting-injured/index.html
31,34.0,is-not-biased,Armenia,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018765
31,303.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
66,261.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/us/madison-heights-virginia-shooting/index.html
54,294.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
36,159.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/alabama-governor-signs-law-banning-trans-youth-medication
42,448.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/texas-gov-greg-abbott-migrants-capitol-dc
62,270.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61067067
38,355.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/opinions/ukraine-biden-peace-deal-dowling/index.html
58,151.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61031583
33,49.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/florida-highway-patrol-dashcam
52,411.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
55,308.0,is-biased,India,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
28,317.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
34,401.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60699186
47,471.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/politics/ketanji-brown-jackson-confirmation-speech/index.html
51,138.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
31,367.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
29,468.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60947937
53,192.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61016908
36,85.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/av/10462520
21,200.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/2-alabama-men-charged-takeover-florida-beach-town
30,159.0,is-biased,Greece,Female,English,FOX,Independent,https://www.foxnews.com/us/gunshots-miami-beach-spring-break-injuries
53,39.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
25,246.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-europe-60804949
59,27.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
43,242.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/21/us/texas-wildfires-monday/index.html
29,230.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
35,88.0,is-not-biased,United States,Other,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60745569
35,201.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/covid-funding-biden-administration/index.html
29,53.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61029445
30,71.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/entertainment/kanye-west-banned-grammys-trevor-noah/index.html
37,98.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
30,440.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/maryland-police-release-footage-of-sick-attack-on-senior-citizen
33,7.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/golf/tiger-woods-2022-masters-final-round-spt-intl/index.html
25,398.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
18,481.0,is-not-biased,United Kingdom,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/us/ocean-drive-miami-shooting-injured/index.html
34,181.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
55,74.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/business-61007176
32,325.0,is-biased,United States,Female,Spanish,BBC,Other,https://www.bbc.co.uk/news/uk-england-suffolk-61030320
32,133.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
25,417.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
54,61.0,is-biased,Other,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-mayor-eric-adams-announces-juneteenth-as-a-paid-city-holiday
32,371.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
25,238.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60660186
24,425.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
25,171.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/feds-rearrest-louisville-suspect-blm-fund-attempt-mayoral-candidates-life
47,14.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
35,109.0,is-biased,India,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61063905
29,237.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/science-environment-60788761
37,302.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/us-navy-to-decommission-newest-warships
25,483.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/business-61027374
31,468.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/florida-mid-atlantic-forecast-strong-storms-heavy-rain
30,368.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
48,7.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60635930
32,428.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-nypd-police-weekend-shooting-victims-shot
36,147.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
61,384.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
48,21.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
40,321.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
50,140.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60800439
71,293.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement
30,312.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/21/politics/putin-war-criminal-ukraine-russia-what-matters/index.html
34,41.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
44,39.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61026996
27,381.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/mexico-cartel-ak-texas-border
24,108.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
25,86.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/man-charged-burying-mother-sister-backyard
42,276.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005429
27,474.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
33,126.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-homeowner-beats-up-suspected-burglar-during-robbery
30,490.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61005390
48,466.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
25,320.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
26,169.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018821
42,20.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
38,121.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
48,454.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
32,371.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
35,281.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
43,213.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/politics/liz-cheney-january-6-committee-cnntv/index.html
31,453.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
32,115.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
35,348.0,is-not-biased,United States,Other,Spanish,FOX,Independent,https://www.foxnews.com/us/tesla-driver-careens-texas-sidewalk-video
36,316.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
33,83.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong
25,14.0,is-biased,United Kingdom,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
29,422.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61033126
31,182.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
65,125.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/florida-model-courtney-clenney-hotel-miami
48,105.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60816960
23,264.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/magazine-33103973
32,9.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
37,379.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60800439
52,196.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
34,275.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
68,492.0,is-not-biased,Canada,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
48,457.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/wake-forest-medical-school-del-rosario-pronoun-patient-twitter
33,442.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
26,37.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/at-least-ten-people-shot-at-arkansas-car-show-reports
32,180.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state
35,52.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/california-chevron-refinery-strike
67,141.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/nj-man-charged-violent-spree-anti-semitic-remarks-stabbing-orthodox-jewish-man-adl
25,31.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
30,204.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
55,232.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60775521
25,339.0,is-biased,India,Male,English,FOX,Conservative,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
45,77.0,is-not-biased,United States,Female,Spanish,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
29,376.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60745569
45,340.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
34,182.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
45,458.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
32,313.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60804943
61,89.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
35,262.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
44,93.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/puerto-rico-blackout-power-restored
35,310.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
28,119.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818242
50,172.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/teen-suspect-arraigned-victim-identified-following-shooting-near-nyc-high-school
37,218.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
36,90.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
32,163.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/texas-district-attorney-drops-murder-charge/index.html
28,424.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
49,114.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/21/us/texas-wildfires-monday/index.html
30,247.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/entertainment/kyiv-calling-ukrainian-band-covers-the-clash-trnd/index.html
70,261.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
28,0.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
40,414.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
38,81.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60374677
61,109.0,is-not-biased,India,Male,English,FOX,Independent,https://www.foxnews.com/us/teen-suspect-arraigned-victim-identified-following-shooting-near-nyc-high-school
53,335.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60745569
61,418.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018765
24,76.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/texas-gov-greg-abbott-migrants-capitol-dc
44,399.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61016908
41,497.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
41,59.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61015190
22,10.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
32,444.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
52,349.0,is-biased,Lithuania,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
43,426.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
25,235.0,is-biased,Other,Male,English,FOX,Liberal,https://www.foxnews.com/us/la-county-sheriff-helicopter-crash
35,8.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031683
54,156.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
52,19.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
60,130.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/man-beaten-by-biker-club-after-accidentally-running-into-member-at-mi-bar-police
54,497.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/michelle-obama-ketanji-brown-jackson-supreme-court-confirmation/index.html
25,247.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/us/ghost-guns-what-to-know/index.html
28,191.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
44,264.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/magazine-33103973
30,413.0,is-not-biased,United States,Male,Spanish,CNN,Independent,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
33,314.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-orleans-police-5-shootings-10-hours
61,153.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
64,78.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
44,73.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60789022
55,364.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60699186
29,254.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/business-60979656
38,24.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-africa-61035711
32,9.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/georgia-gun-shop-robbery-triple-murder-suspect-knew-victims
48,221.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/technology-60787301
54,322.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
30,51.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
35,359.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/at-least-ten-people-shot-at-arkansas-car-show-reports
40,345.0,is-biased,United Arab Emirates,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60745569
44,55.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/new-york-city-pedestrian-killed-nypd-van
